sample_id,condition_start_utc,condition_end_utc,target_start_utc,target_end_utc,split
875,2019-09-20T06:00:00Z,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z,2019-12-19T00:00:00Z,train
876,2019-09-20T12:00:00Z,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z,2019-12-19T06:00:00Z,train
877,2019-09-20T18:00:00Z,2019-11-19T12:00:00Z,2019-11-19T18:00:00Z,2019-12-19T12:00:00Z,train
878,2019-09-21T00:00:00Z,2019-11-19T18:00:00Z,2019-11-20T00:00:00Z,2019-12-19T18:00:00Z,train
879,2019-09-21T06:00:00Z,2019-11-20T00:00:00Z,2019-11-20T06:00:00Z,2019-12-20T00:00:00Z,train
880,2019-09-21T12:00:00Z,2019-11-20T06:00:00Z,2019-11-20T12:00:00Z,2019-12-20T06:00:00Z,train
881,2019-09-21T18:00:00Z,2019-11-20T12:00:00Z,2019-11-20T18:00:00Z,2019-12-20T12:00:00Z,train
882,2019-09-22T00:00:00Z,2019-11-20T18:00:00Z,2019-11-21T00:00:00Z,2019-12-20T18:00:00Z,train
883,2019-09-22T06:00:00Z,2019-11-21T00:00:00Z,2019-11-21T06:00:00Z,2019-12-21T00:00:00Z,train
884,2019-09-22T12:00:00Z,2019-11-21T06:00:00Z,2019-11-21T12:00:00Z,2019-12-21T06:00:00Z,train
885,2019-09-22T18:00:00Z,2019-11-21T12:00:00Z,2019-11-21T18:00:00Z,2019-12-21T12:00:00Z,train
886,2019-09-23T00:00:00Z,2019-11-21T18:00:00Z,2019-11-22T00:00:00Z,2019-12-21T18:00:00Z,train
887,2019-09-23T06:00:00Z,2019-11-22T00:00:00Z,2019-11-22T06:00:00Z,2019-12-22T00:00:00Z,train
888,2019-09-23T12:00:00Z,2019-11-22T06:00:00Z,2019-11-22T12:00:00Z,2019-12-22T06:00:00Z,train
889,2019-09-23T18:00:00Z,2019-11-22T12:00:00Z,2019-11-22T18:00:00Z,2019-12-22T12:00:00Z,train
890,2019-09-24T00:00:00Z,2019-11-22T18:00:00Z,2019-11-23T00:00:00Z,2019-12-22T18:00:00Z,train
891,2019-09-24T06:00:00Z,2019-11-23T00:00:00Z,2019-11-23T06:00:00Z,2019-12-23T00:00:00Z,train
892,2019-09-24T12:00:00Z,2019-11-23T06:00:00Z,2019-11-23T12:00:00Z,2019-12-23T06:00:00Z,train
893,2019-09-24T18:00:00Z,2019-11-23T12:00:00Z,2019-11-23T18:00:00Z,2019-12-23T12:00:00Z,train
894,2019-09-25T00:00:00Z,2019-11-23T18:00:00Z,2019-11-24T00:00:00Z,2019-12-23T18:00:00Z,train
895,2019-09-25T06:00:00Z,2019-11-24T00:00:00Z,2019-11-24T06:00:00Z,2019-12-24T00:00:00Z,train
896,2019-09-25T12:00:00Z,2019-11-24T06:00:00Z,2019-11-24T12:00:00Z,2019-12-24T06:00:00Z,train
897,2019-09-25T18:00:00Z,2019-11-24T12:00:00Z,2019-11-24T18:00:00Z,2019-12-24T12:00:00Z,train
898,2019-09-26T00:00:00Z,2019-11-24T18:00:00Z,2019-11-25T00:00:00Z,2019-12-24T18:00:00Z,train
899,2019-09-26T06:00:00Z,2019-11-25T00:00:00Z,2019-11-25T06:00:00Z,2019-12-25T00:00:00Z,train
900,2019-09-26T12:00:00Z,2019-11-25T06:00:00Z,2019-11-25T12:00:00Z,2019-12-25T06:00:00Z,train
901,2019-09-26T18:00:00Z,2019-11-25T12:00:00Z,2019-11-25T18:00:00Z,2019-12-25T12:00:00Z,train
902,2019-09-27T00:00:00Z,2019-11-25T18:00:00Z,2019-11-26T00:00:00Z,2019-12-25T18:00:00Z,train
903,2019-09-27T06:00:00Z,2019-11-26T00:00:00Z,2019-11-26T06:00:00Z,2019-12-26T00:00:00Z,train
904,2019-09-27T12:00:00Z,2019-11-26T06:00:00Z,2019-11-26T12:00:00Z,2019-12-26T06:00:00Z,train
905,2019-09-27T18:00:00Z,2019-11-26T12:00:00Z,2019-11-26T18:00:00Z,2019-12-26T12:00:00Z,train
906,2019-09-28T00:00:00Z,2019-11-26T18:00:00Z,2019-11-27T00:00:00Z,2019-12-26T18:00:00Z,train
907,2019-09-28T06:00:00Z,2019-11-27T00:00:00Z,2019-11-27T06:00:00Z,2019-12-27T00:00:00Z,train
908,2019-09-28T12:00:00Z,2019-11-27T06:00:00Z,2019-11-27T12:00:00Z,2019-12-27T06:00:00Z,train
909,2019-09-28T18:00:00Z,2019-11-27T12:00:00Z,2019-11-27T18:00:00Z,2019-12-27T12:00:00Z,train
910,2019-09-29T00:00:00Z,2019-11-27T18:00:00Z,2019-11-28T00:00:00Z,2019-12-27T18:00:00Z,train
911,2019-09-29T06:00:00Z,2019-11-28T00:00:00Z,2019-11-28T06:00:00Z,2019-12-28T00:00:00Z,train
912,2019-09-29T12:00:00Z,2019-11-28T06:00:00Z,2019-11-28T12:00:00Z,2019-12-28T06:00:00Z,train
913,2019-09-29T18:00:00Z,2019-11-28T12:00:00Z,2019-11-28T18:00:00Z,2019-12-28T12:00:00Z,train
914,2019-09-30T00:00:00Z,2019-11-28T18:00:00Z,2019-11-29T00:00:00Z,2019-12-28T18:00:00Z,train
915,2019-09-30T06:00:00Z,2019-11-29T00:00:00Z,2019-11-29T06:00:00Z,2019-12-29T00:00:00Z,train
916,2019-09-30T12:00:00Z,2019-11-29T06:00:00Z,2019-11-29T12:00:00Z,2019-12-29T06:00:00Z,train
917,2019-09-30T18:00:00Z,2019-11-29T12:00:00Z,2019-11-29T18:00:00Z,2019-12-29T12:00:00Z,train
918,2019-10-01T00:00:00Z,2019-11-29T18:00:00Z,2019-11-30T00:00:00Z,2019-12-29T18:00:00Z,train
919,2019-10-01T06:00:00Z,2019-11-30T00:00:00Z,2019-11-30T06:00:00Z,2019-12-30T00:00:00Z,train
920,2019-10-01T12:00:00Z,2019-11-30T06:00:00Z,2019-11-30T12:00:00Z,2019-12-30T06:00:00Z,train
921,2019-10-01T18:00:00Z,2019-11-30T12:00:00Z,2019-11-30T18:00:00Z,2019-12-30T12:00:00Z,train
922,2019-10-02T00:00:00Z,2019-11-30T18:00:00Z,2019-12-01T00:00:00Z,2019-12-30T18:00:00Z,train
923,2019-10-02T06:00:00Z,2019-12-01T00:00:00Z,2019-12-01T06:00:00Z,2019-12-31T00:00:00Z,train
924,2019-10-02T12:00:00Z,2019-12-01T06:00:00Z,2019-12-01T12:00:00Z,2019-12-31T06:00:00Z,train
925,2019-10-02T18:00:00Z,2019-12-01T12:00:00Z,2019-12-01T18:00:00Z,2019-12-31T12:00:00Z,train
926,2019-10-03T00:00:00Z,2019-12-01T18:00:00Z,2019-12-02T00:00:00Z,2019-12-31T18:00:00Z,train
927,2019-10-03T06:00:00Z,2019-12-02T00:00:00Z,2019-12-02T06:00:00Z,2020-01-01T00:00:00Z,train
928,2019-10-03T12:00:00Z,2019-12-02T06:00:00Z,2019-12-02T12:00:00Z,2020-01-01T06:00:00Z,train
929,2019-10-03T18:00:00Z,2019-12-02T12:00:00Z,2019-12-02T18:00:00Z,2020-01-01T12:00:00Z,train
930,2019-10-04T00:00:00Z,2019-12-02T18:00:00Z,2019-12-03T00:00:00Z,2020-01-01T18:00:00Z,train
931,2019-10-04T06:00:00Z,2019-12-03T00:00:00Z,2019-12-03T06:00:00Z,2020-01-02T00:00:00Z,train
932,2019-10-04T12:00:00Z,2019-12-03T06:00:00Z,2019-12-03T12:00:00Z,2020-01-02T06:00:00Z,train
933,2019-10-04T18:00:00Z,2019-12-03T12:00:00Z,2019-12-03T18:00:00Z,2020-01-02T12:00:00Z,train
934,2019-10-05T00:00:00Z,2019-12-03T18:00:00Z,2019-12-04T00:00:00Z,2020-01-02T18:00:00Z,train
935,2019-10-05T06:00:00Z,2019-12-04T00:00:00Z,2019-12-04T06:00:00Z,2020-01-03T00:00:00Z,train
936,2019-10-05T12:00:00Z,2019-12-04T06:00:00Z,2019-12-04T12:00:00Z,2020-01-03T06:00:00Z,train
937,2019-10-05T18:00:00Z,2019-12-04T12:00:00Z,2019-12-04T18:00:00Z,2020-01-03T12:00:00Z,train
938,2019-10-06T00:00:00Z,2019-12-04T18:00:00Z,2019-12-05T00:00:00Z,2020-01-03T18:00:00Z,train
939,2019-10-06T06:00:00Z,2019-12-05T00:00:00Z,2019-12-05T06:00:00Z,2020-01-04T00:00:00Z,train
940,2019-10-06T12:00:00Z,2019-12-05T06:00:00Z,2019-12-05T12:00:00Z,2020-01-04T06:00:00Z,train
941,2019-10-06T18:00:00Z,2019-12-05T12:00:00Z,2019-12-05T18:00:00Z,2020-01-04T12:00:00Z,train
942,2019-10-07T00:00:00Z,2019-12-05T18:00:00Z,2019-12-06T00:00:00Z,2020-01-04T18:00:00Z,train
943,2019-10-07T06:00:00Z,2019-12-06T00:00:00Z,2019-12-06T06:00:00Z,2020-01-05T00:00:00Z,train
944,2019-10-07T12:00:00Z,2019-12-06T06:00:00Z,2019-12-06T12:00:00Z,2020-01-05T06:00:00Z,train
945,2019-10-07T18:00:00Z,2019-12-06T12:00:00Z,2019-12-06T18:00:00Z,2020-01-05T12:00:00Z,train
946,2019-10-08T00:00:00Z,2019-12-06T18:00:00Z,2019-12-07T00:00:00Z,2020-01-05T18:00:00Z,train
947,2019-10-08T06:00:00Z,2019-12-07T00:00:00Z,2019-12-07T06:00:00Z,2020-01-06T00:00:00Z,train
948,2019-10-08T12:00:00Z,2019-12-07T06:00:00Z,2019-12-07T12:00:00Z,2020-01-06T06:00:00Z,train
949,2019-10-08T18:00:00Z,2019-12-07T12:00:00Z,2019-12-07T18:00:00Z,2020-01-06T12:00:00Z,train
950,2019-10-09T00:00:00Z,2019-12-07T18:00:00Z,2019-12-08T00:00:00Z,2020-01-06T18:00:00Z,train
951,2019-10-09T06:00:00Z,2019-12-08T00:00:00Z,2019-12-08T06:00:00Z,2020-01-07T00:00:00Z,train
952,2019-10-09T12:00:00Z,2019-12-08T06:00:00Z,2019-12-08T12:00:00Z,2020-01-07T06:00:00Z,train
953,2019-10-09T18:00:00Z,2019-12-08T12:00:00Z,2019-12-08T18:00:00Z,2020-01-07T12:00:00Z,train
954,2019-10-10T00:00:00Z,2019-12-08T18:00:00Z,2019-12-09T00:00:00Z,2020-01-07T18:00:00Z,train
955,2019-10-10T06:00:00Z,2019-12-09T00:00:00Z,2019-12-09T06:00:00Z,2020-01-08T00:00:00Z,train
956,2019-10-10T12:00:00Z,2019-12-09T06:00:00Z,2019-12-09T12:00:00Z,2020-01-08T06:00:00Z,train
957,2019-10-10T18:00:00Z,2019-12-09T12:00:00Z,2019-12-09T18:00:00Z,2020-01-08T12:00:00Z,train
958,2019-10-11T00:00:00Z,2019-12-09T18:00:00Z,2019-12-10T00:00:00Z,2020-01-08T18:00:00Z,train
959,2019-10-11T06:00:00Z,2019-12-10T00:00:00Z,2019-12-10T06:00:00Z,2020-01-09T00:00:00Z,train
960,2019-10-11T12:00:00Z,2019-12-10T06:00:00Z,2019-12-10T12:00:00Z,2020-01-09T06:00:00Z,train
961,2019-10-11T18:00:00Z,2019-12-10T12:00:00Z,2019-12-10T18:00:00Z,2020-01-09T12:00:00Z,train
962,2019-10-12T00:00:00Z,2019-12-10T18:00:00Z,2019-12-11T00:00:00Z,2020-01-09T18:00:00Z,train
963,2019-10-12T06:00:00Z,2019-12-11T00:00:00Z,2019-12-11T06:00:00Z,2020-01-10T00:00:00Z,train
964,2019-10-12T12:00:00Z,2019-12-11T06:00:00Z,2019-12-11T12:00:00Z,2020-01-10T06:00:00Z,train
965,2019-10-12T18:00:00Z,2019-12-11T12:00:00Z,2019-12-11T18:00:00Z,2020-01-10T12:00:00Z,train
966,2019-10-13T00:00:00Z,2019-12-11T18:00:00Z,2019-12-12T00:00:00Z,2020-01-10T18:00:00Z,train
967,2019-10-13T06:00:00Z,2019-12-12T00:00:00Z,2019-12-12T06:00:00Z,2020-01-11T00:00:00Z,train
968,2019-10-13T12:00:00Z,2019-12-12T06:00:00Z,2019-12-12T12:00:00Z,2020-01-11T06:00:00Z,train
969,2019-10-13T18:00:00Z,2019-12-12T12:00:00Z,2019-12-12T18:00:00Z,2020-01-11T12:00:00Z,train
970,2019-10-14T00:00:00Z,2019-12-12T18:00:00Z,2019-12-13T00:00:00Z,2020-01-11T18:00:00Z,train
971,2019-10-14T06:00:00Z,2019-12-13T00:00:00Z,2019-12-13T06:00:00Z,2020-01-12T00:00:00Z,train
972,2019-10-14T12:00:00Z,2019-12-13T06:00:00Z,2019-12-13T12:00:00Z,2020-01-12T06:00:00Z,train
973,2019-10-14T18:00:00Z,2019-12-13T12:00:00Z,2019-12-13T18:00:00Z,2020-01-12T12:00:00Z,train
974,2019-10-15T00:00:00Z,2019-12-13T18:00:00Z,2019-12-14T00:00:00Z,2020-01-12T18:00:00Z,train
975,2019-10-15T06:00:00Z,2019-12-14T00:00:00Z,2019-12-14T06:00:00Z,2020-01-13T00:00:00Z,train
976,2019-10-15T12:00:00Z,2019-12-14T06:00:00Z,2019-12-14T12:00:00Z,2020-01-13T06:00:00Z,train
977,2019-10-15T18:00:00Z,2019-12-14T12:00:00Z,2019-12-14T18:00:00Z,2020-01-13T12:00:00Z,train
978,2019-10-16T00:00:00Z,2019-12-14T18:00:00Z,2019-12-15T00:00:00Z,2020-01-13T18:00:00Z,train
979,2019-10-16T06:00:00Z,2019-12-15T00:00:00Z,2019-12-15T06:00:00Z,2020-01-14T00:00:00Z,train
980,2019-10-16T12:00:00Z,2019-12-15T06:00:00Z,2019-12-15T12:00:00Z,2020-01-14T06:00:00Z,train
981,2019-10-16T18:00:00Z,2019-12-15T12:00:00Z,2019-12-15T18:00:00Z,2020-01-14T12:00:00Z,train
982,2019-10-17T00:00:00Z,2019-12-15T18:00:00Z,2019-12-16T00:00:00Z,2020-01-14T18:00:00Z,train
983,2019-10-17T06:00:00Z,2019-12-16T00:00:00Z,2019-12-16T06:00:00Z,2020-01-15T00:00:00Z,train
984,2019-10-17T12:00:00Z,2019-12-16T06:00:00Z,2019-12-16T12:00:00Z,2020-01-15T06:00:00Z,train
985,2019-10-17T18:00:00Z,2019-12-16T12:00:00Z,2019-12-16T18:00:00Z,2020-01-15T12:00:00Z,train
986,2019-10-18T00:00:00Z,2019-12-16T18:00:00Z,2019-12-17T00:00:00Z,2020-01-15T18:00:00Z,train
987,2019-10-18T06:00:00Z,2019-12-17T00:00:00Z,2019-12-17T06:00:00Z,2020-01-16T00:00:00Z,train
988,2019-10-18T12:00:00Z,2019-12-17T06:00:00Z,2019-12-17T12:00:00Z,2020-01-16T06:00:00Z,train
989,2019-10-18T18:00:00Z,2019-12-17T12:00:00Z,2019-12-17T18:00:00Z,2020-01-16T12:00:00Z,train
990,2019-10-19T00:00:00Z,2019-12-17T18:00:00Z,2019-12-18T00:00:00Z,2020-01-16T18:00:00Z,train
991,2019-10-19T06:00:00Z,2019-12-18T00:00:00Z,2019-12-18T06:00:00Z,2020-01-17T00:00:00Z,train
992,2019-10-19T12:00:00Z,2019-12-18T06:00:00Z,2019-12-18T12:00:00Z,2020-01-17T06:00:00Z,train
993,2019-10-19T18:00:00Z,2019-12-18T12:00:00Z,2019-12-18T18:00:00Z,2020-01-17T12:00:00Z,train
994,2019-10-20T00:00:00Z,2019-12-18T18:00:00Z,2019-12-19T00:00:00Z,2020-01-17T18:00:00Z,train
995,2019-10-20T06:00:00Z,2019-12-19T00:00:00Z,2019-12-19T06:00:00Z,2020-01-18T00:00:00Z,train
996,2019-10-20T12:00:00Z,2019-12-19T06:00:00Z,2019-12-19T12:00:00Z,2020-01-18T06:00:00Z,train
997,2019-10-20T18:00:00Z,2019-12-19T12:00:00Z,2019-12-19T18:00:00Z,2020-01-18T12:00:00Z,train
998,2019-10-21T00:00:00Z,2019-12-19T18:00:00Z,2019-12-20T00:00:00Z,2020-01-18T18:00:00Z,train
999,2019-10-21T06:00:00Z,2019-12-20T00:00:00Z,2019-12-20T06:00:00Z,2020-01-19T00:00:00Z,train
1000,2019-10-21T12:00:00Z,2019-12-20T06:00:00Z,2019-12-20T12:00:00Z,2020-01-19T06:00:00Z,train
1001,2019-10-21T18:00:00Z,2019-12-20T12:00:00Z,2019-12-20T18:00:00Z,2020-01-19T12:00:00Z,train
1002,2019-10-22T00:00:00Z,2019-12-20T18:00:00Z,2019-12-21T00:00:00Z,2020-01-19T18:00:00Z,train
1003,2019-10-22T06:00:00Z,2019-12-21T00:00:00Z,2019-12-21T06:00:00Z,2020-01-20T00:00:00Z,train
1004,2019-10-22T12:00:00Z,2019-12-21T06:00:00Z,2019-12-21T12:00:00Z,2020-01-20T06:00:00Z,train
1005,2019-10-22T18:00:00Z,2019-12-21T12:00:00Z,2019-12-21T18:00:00Z,2020-01-20T12:00:00Z,train
1006,2019-10-23T00:00:00Z,2019-12-21T18:00:00Z,2019-12-22T00:00:00Z,2020-01-20T18:00:00Z,train
1007,2019-10-23T06:00:00Z,2019-12-22T00:00:00Z,2019-12-22T06:00:00Z,2020-01-21T00:00:00Z,train
1008,2019-10-23T12:00:00Z,2019-12-22T06:00:00Z,2019-12-22T12:00:00Z,2020-01-21T06:00:00Z,train
1009,2019-10-23T18:00:00Z,2019-12-22T12:00:00Z,2019-12-22T18:00:00Z,2020-01-21T12:00:00Z,train
1010,2019-10-24T00:00:00Z,2019-12-22T18:00:00Z,2019-12-23T00:00:00Z,2020-01-21T18:00:00Z,train
1011,2019-10-24T06:00:00Z,2019-12-23T00:00:00Z,2019-12-23T06:00:00Z,2020-01-22T00:00:00Z,train
1012,2019-10-24T12:00:00Z,2019-12-23T06:00:00Z,2019-12-23T12:00:00Z,2020-01-22T06:00:00Z,train
1013,2019-10-24T18:00:00Z,2019-12-23T12:00:00Z,2019-12-23T18:00:00Z,2020-01-22T12:00:00Z,train
1014,2019-10-25T00:00:00Z,2019-12-23T18:00:00Z,2019-12-24T00:00:00Z,2020-01-22T18:00:00Z,train
1015,2019-10-25T06:00:00Z,2019-12-24T00:00:00Z,2019-12-24T06:00:00Z,2020-01-23T00:00:00Z,train
1016,2019-10-25T12:00:00Z,2019-12-24T06:00:00Z,2019-12-24T12:00:00Z,2020-01-23T06:00:00Z,train
1017,2019-10-25T18:00:00Z,2019-12-24T12:00:00Z,2019-12-24T18:00:00Z,2020-01-23T12:00:00Z,train
1018,2019-10-26T00:00:00Z,2019-12-24T18:00:00Z,2019-12-25T00:00:00Z,2020-01-23T18:00:00Z,train
1019,2019-10-26T06:00:00Z,2019-12-25T00:00:00Z,2019-12-25T06:00:00Z,2020-01-24T00:00:00Z,train
1020,2019-10-26T12:00:00Z,2019-12-25T06:00:00Z,2019-12-25T12:00:00Z,2020-01-24T06:00:00Z,train
1021,2019-10-26T18:00:00Z,2019-12-25T12:00:00Z,2019-12-25T18:00:00Z,2020-01-24T12:00:00Z,train
1022,2019-10-27T00:00:00Z,2019-12-25T18:00:00Z,2019-12-26T00:00:00Z,2020-01-24T18:00:00Z,train
1023,2019-10-27T06:00:00Z,2019-12-26T00:00:00Z,2019-12-26T06:00:00Z,2020-01-25T00:00:00Z,train
1024,2019-10-27T12:00:00Z,2019-12-26T06:00:00Z,2019-12-26T12:00:00Z,2020-01-25T06:00:00Z,train
1025,2019-10-27T18:00:00Z,2019-12-26T12:00:00Z,2019-12-26T18:00:00Z,2020-01-25T12:00:00Z,train
1026,2019-10-28T00:00:00Z,2019-12-26T18:00:00Z,2019-12-27T00:00:00Z,2020-01-25T18:00:00Z,train
1027,2019-10-28T06:00:00Z,2019-12-27T00:00:00Z,2019-12-27T06:00:00Z,2020-01-26T00:00:00Z,train
1028,2019-10-28T12:00:00Z,2019-12-27T06:00:00Z,2019-12-27T12:00:00Z,2020-01-26T06:00:00Z,train
1029,2019-10-28T18:00:00Z,2019-12-27T12:00:00Z,2019-12-27T18:00:00Z,2020-01-26T12:00:00Z,train
1030,2019-10-29T00:00:00Z,2019-12-27T18:00:00Z,2019-12-28T00:00:00Z,2020-01-26T18:00:00Z,train
1031,2019-10-29T06:00:00Z,2019-12-28T00:00:00Z,2019-12-28T06:00:00Z,2020-01-27T00:00:00Z,train
1032,2019-10-29T12:00:00Z,2019-12-28T06:00:00Z,2019-12-28T12:00:00Z,2020-01-27T06:00:00Z,train
1033,2019-10-29T18:00:00Z,2019-12-28T12:00:00Z,2019-12-28T18:00:00Z,2020-01-27T12:00:00Z,train
1034,2019-10-30T00:00:00Z,2019-12-28T18:00:00Z,2019-12-29T00:00:00Z,2020-01-27T18:00:00Z,train
1035,2019-10-30T06:00:00Z,2019-12-29T00:00:00Z,2019-12-29T06:00:00Z,2020-01-28T00:00:00Z,train
1036,2019-10-30T12:00:00Z,2019-12-29T06:00:00Z,2019-12-29T12:00:00Z,2020-01-28T06:00:00Z,train
1037,2019-10-30T18:00:00Z,2019-12-29T12:00:00Z,2019-12-29T18:00:00Z,2020-01-28T12:00:00Z,train
1038,2019-10-31T00:00:00Z,2019-12-29T18:00:00Z,2019-12-30T00:00:00Z,2020-01-28T18:00:00Z,train
1039,2019-10-31T06:00:00Z,2019-12-30T00:00:00Z,2019-12-30T06:00:00Z,2020-01-29T00:00:00Z,train
1040,2019-10-31T12:00:00Z,2019-12-30T06:00:00Z,2019-12-30T12:00:00Z,2020-01-29T06:00:00Z,train
1041,2019-10-31T18:00:00Z,2019-12-30T12:00:00Z,2019-12-30T18:00:00Z,2020-01-29T12:00:00Z,train
1042,2019-11-01T00:00:00Z,2019-12-30T18:00:00Z,2019-12-31T00:00:00Z,2020-01-29T18:00:00Z,train
1043,2019-11-01T06:00:00Z,2019-12-31T00:00:00Z,2019-12-31T06:00:00Z,2020-01-30T00:00:00Z,train
1044,2019-11-01T12:00:00Z,2019-12-31T06:00:00Z,2019-12-31T12:00:00Z,2020-01-30T06:00:00Z,train
1045,2019-11-01T18:00:00Z,2019-12-31T12:00:00Z,2019-12-31T18:00:00Z,2020-01-30T12:00:00Z,train
1046,2019-11-02T00:00:00Z,2019-12-31T18:00:00Z,2020-01-01T00:00:00Z,2020-01-30T18:00:00Z,train
1047,2019-11-02T06:00:00Z,2020-01-01T00:00:00Z,2020-01-01T06:00:00Z,2020-01-31T00:00:00Z,train
1048,2019-11-02T12:00:00Z,2020-01-01T06:00:00Z,2020-01-01T12:00:00Z,2020-01-31T06:00:00Z,train
1049,2019-11-02T18:00:00Z,2020-01-01T12:00:00Z,2020-01-01T18:00:00Z,2020-01-31T12:00:00Z,train
1050,2019-11-03T00:00:00Z,2020-01-01T18:00:00Z,2020-01-02T00:00:00Z,2020-01-31T18:00:00Z,train
1051,2019-11-03T06:00:00Z,2020-01-02T00:00:00Z,2020-01-02T06:00:00Z,2020-02-01T00:00:00Z,train
1052,2019-11-03T12:00:00Z,2020-01-02T06:00:00Z,2020-01-02T12:00:00Z,2020-02-01T06:00:00Z,train
1053,2019-11-03T18:00:00Z,2020-01-02T12:00:00Z,2020-01-02T18:00:00Z,2020-02-01T12:00:00Z,train
1054,2019-11-04T00:00:00Z,2020-01-02T18:00:00Z,2020-01-03T00:00:00Z,2020-02-01T18:00:00Z,train
1055,2019-11-04T06:00:00Z,2020-01-03T00:00:00Z,2020-01-03T06:00:00Z,2020-02-02T00:00:00Z,train
1056,2019-11-04T12:00:00Z,2020-01-03T06:00:00Z,2020-01-03T12:00:00Z,2020-02-02T06:00:00Z,train
1057,2019-11-04T18:00:00Z,2020-01-03T12:00:00Z,2020-01-03T18:00:00Z,2020-02-02T12:00:00Z,train
1058,2019-11-05T00:00:00Z,2020-01-03T18:00:00Z,2020-01-04T00:00:00Z,2020-02-02T18:00:00Z,train
1059,2019-11-05T06:00:00Z,2020-01-04T00:00:00Z,2020-01-04T06:00:00Z,2020-02-03T00:00:00Z,train
1060,2019-11-05T12:00:00Z,2020-01-04T06:00:00Z,2020-01-04T12:00:00Z,2020-02-03T06:00:00Z,train
1061,2019-11-05T18:00:00Z,2020-01-04T12:00:00Z,2020-01-04T18:00:00Z,2020-02-03T12:00:00Z,train
1062,2019-11-06T00:00:00Z,2020-01-04T18:00:00Z,2020-01-05T00:00:00Z,2020-02-03T18:00:00Z,train
1063,2019-11-06T06:00:00Z,2020-01-05T00:00:00Z,2020-01-05T06:00:00Z,2020-02-04T00:00:00Z,train
1064,2019-11-06T12:00:00Z,2020-01-05T06:00:00Z,2020-01-05T12:00:00Z,2020-02-04T06:00:00Z,train
1065,2019-11-06T18:00:00Z,2020-01-05T12:00:00Z,2020-01-05T18:00:00Z,2020-02-04T12:00:00Z,train
1066,2019-11-07T00:00:00Z,2020-01-05T18:00:00Z,2020-01-06T00:00:00Z,2020-02-04T18:00:00Z,train
1067,2019-11-07T06:00:00Z,2020-01-06T00:00:00Z,2020-01-06T06:00:00Z,2020-02-05T00:00:00Z,train
1068,2019-11-07T12:00:00Z,2020-01-06T06:00:00Z,2020-01-06T12:00:00Z,2020-02-05T06:00:00Z,train
1069,2019-11-07T18:00:00Z,2020-01-06T12:00:00Z,2020-01-06T18:00:00Z,2020-02-05T12:00:00Z,train
1070,2019-11-08T00:00:00Z,2020-01-06T18:00:00Z,2020-01-07T00:00:00Z,2020-02-05T18:00:00Z,train
1071,2019-11-08T06:00:00Z,2020-01-07T00:00:00Z,2020-01-07T06:00:00Z,2020-02-06T00:00:00Z,train
1072,2019-11-08T12:00:00Z,2020-01-07T06:00:00Z,2020-01-07T12:00:00Z,2020-02-06T06:00:00Z,train
1073,2019-11-08T18:00:00Z,2020-01-07T12:00:00Z,2020-01-07T18:00:00Z,2020-02-06T12:00:00Z,train
1074,2019-11-09T00:00:00Z,2020-01-07T18:00:00Z,2020-01-08T00:00:00Z,2020-02-06T18:00:00Z,train
1075,2019-11-09T06:00:00Z,2020-01-08T00:00:00Z,2020-01-08T06:00:00Z,2020-02-07T00:00:00Z,train
1076,2019-11-09T12:00:00Z,2020-01-08T06:00:00Z,2020-01-08T12:00:00Z,2020-02-07T06:00:00Z,train
1077,2019-11-09T18:00:00Z,2020-01-08T12:00:00Z,2020-01-08T18:00:00Z,2020-02-07T12:00:00Z,train
1078,2019-11-10T00:00:00Z,2020-01-08T18:00:00Z,2020-01-09T00:00:00Z,2020-02-07T18:00:00Z,train
1079,2019-11-10T06:00:00Z,2020-01-09T00:00:00Z,2020-01-09T06:00:00Z,2020-02-08T00:00:00Z,train
1080,2019-11-10T12:00:00Z,2020-01-09T06:00:00Z,2020-01-09T12:00:00Z,2020-02-08T06:00:00Z,train
1081,2019-11-10T18:00:00Z,2020-01-09T12:00:00Z,2020-01-09T18:00:00Z,2020-02-08T12:00:00Z,train
1082,2019-11-11T00:00:00Z,2020-01-09T18:00:00Z,2020-01-10T00:00:00Z,2020-02-08T18:00:00Z,train
1083,2019-11-11T06:00:00Z,2020-01-10T00:00:00Z,2020-01-10T06:00:00Z,2020-02-09T00:00:00Z,train
1084,2019-11-11T12:00:00Z,2020-01-10T06:00:00Z,2020-01-10T12:00:00Z,2020-02-09T06:00:00Z,train
1085,2019-11-11T18:00:00Z,2020-01-10T12:00:00Z,2020-01-10T18:00:00Z,2020-02-09T12:00:00Z,train
1086,2019-11-12T00:00:00Z,2020-01-10T18:00:00Z,2020-01-11T00:00:00Z,2020-02-09T18:00:00Z,train
1087,2019-11-12T06:00:00Z,2020-01-11T00:00:00Z,2020-01-11T06:00:00Z,2020-02-10T00:00:00Z,train
1088,2019-11-12T12:00:00Z,2020-01-11T06:00:00Z,2020-01-11T12:00:00Z,2020-02-10T06:00:00Z,train
1089,2019-11-12T18:00:00Z,2020-01-11T12:00:00Z,2020-01-11T18:00:00Z,2020-02-10T12:00:00Z,train
1090,2019-11-13T00:00:00Z,2020-01-11T18:00:00Z,2020-01-12T00:00:00Z,2020-02-10T18:00:00Z,train
